id,weights,attention_to_politics,pres_vote,economy,immigration,crime,party_id,age,educ,race,gender,income
371822,NA,About half the time,Kamala Harris,Approve strongly,Approve not strongly,Approve not strongly,Independent-Democrat,34,Bachelor’s degree,"Black, non-Hispanic",Man,37500
371875,NA,Some of the time,Donald Trump,Approve not strongly,Disapprove strongly,Approve strongly,Strong Republican,74,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,47500
371898,NA,Some of the time,Other,Approve not strongly,Disapprove strongly,Approve not strongly,Independent-Republican,52,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,212500
372112,NA,Always,Kamala Harris,Approve strongly,Approve not strongly,Approve not strongly,Strong Democrat,73,Graduate degree,"Black, non-Hispanic",Woman,72500
372240,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,78,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,2500
372513,NA,Some of the time,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Democrat,39,"Some post-high school, no bachelor’s degree",Hispanic,Woman,32500
372561,NA,Some of the time,NA,Approve strongly,Disapprove strongly,Disapprove strongly,NA,34,High school credential,"Black, non-Hispanic",Man,62500
372625,NA,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,26,High school credential,"Multiple races, non-Hispanic",Woman,21250
372752,NA,Some of the time,NA,NA,NA,NA,Independent,69,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Woman,42500
372767,NA,Most of the time,Kamala Harris,Approve strongly,Disapprove not strongly,Approve not strongly,Not very strong Democrat,52,Graduate degree,"White, non-Hispanic",Woman,105000
372998,NA,Some of the time,Kamala Harris,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Democrat,56,"Some post-high school, no bachelor’s degree",Hispanic,Man,137500
373244,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Democrat,45,"Some post-high school, no bachelor’s degree","Asian or Native Hawaiian/other Pacific Islander, non-Hispanic",Man,95000
373259,NA,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,60,Bachelor’s degree,"White, non-Hispanic",Man,137500
373349,NA,Always,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Strong Democrat,40,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,137500
373353,NA,Some of the time,NA,Disapprove strongly,Approve not strongly,Disapprove strongly,Independent-Republican,66,Less than high school credential,"White, non-Hispanic",Woman,11250
373501,NA,Some of the time,NA,Approve not strongly,Approve strongly,Disapprove not strongly,Independent-Republican,80,Graduate degree,"White, non-Hispanic",Man,212500
373611,NA,Most of the time,Donald Trump,Approve not strongly,Disapprove strongly,Disapprove strongly,Strong Republican,73,Graduate degree,"White, non-Hispanic",Man,212500
373614,NA,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,23,High school credential,"White, non-Hispanic",Man,52500
373659,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,80,High school credential,"White, non-Hispanic",NA,NA
373709,NA,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Approve not strongly,Strong Republican,55,High school credential,"White, non-Hispanic",Man,11250
373727,NA,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,26,Bachelor’s degree,"White, non-Hispanic",Woman,32500
373749,NA,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Not very strong Democrat,61,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,95000
373800,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,42,Less than high school credential,"Multiple races, non-Hispanic",Man,21250
373845,NA,Always,NA,Disapprove strongly,Disapprove strongly,NA,Strong Republican,63,Bachelor’s degree,"Asian or Native Hawaiian/other Pacific Islander, non-Hispanic",Man,72500
373925,NA,About half the time,Other,Disapprove strongly,Disapprove strongly,Approve strongly,Independent-Republican,26,Graduate degree,"White, non-Hispanic",Woman,117500
373980,NA,Some of the time,NA,Disapprove not strongly,Disapprove not strongly,NA,NA,NA,Bachelor’s degree,NA,Woman,NA
374163,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove not strongly,Independent-Republican,50,High school credential,"White, non-Hispanic",Woman,32500
374249,NA,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,58,Bachelor’s degree,"White, non-Hispanic",Woman,162500
374370,NA,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,78,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,47500
374555,NA,Some of the time,NA,NA,Approve strongly,Approve strongly,Not very strong Democrat,44,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Woman,2500
374556,NA,Most of the time,Kamala Harris,Approve strongly,Disapprove not strongly,Approve strongly,Strong Democrat,42,Graduate degree,"White, non-Hispanic",Man,162500
374629,NA,About half the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,66,Graduate degree,"White, non-Hispanic",Man,250000
374749,NA,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,69,High school credential,"Black, non-Hispanic",Man,NA
374805,NA,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Approve not strongly,Not very strong Republican,40,Graduate degree,"White, non-Hispanic",Woman,57500
374823,NA,About half the time,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent,37,"Some post-high school, no bachelor’s degree","Multiple races, non-Hispanic",Man,137500
374873,NA,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,62,Less than high school credential,"Black, non-Hispanic",Woman,NA
374897,NA,Most of the time,Kamala Harris,Approve strongly,Disapprove not strongly,Disapprove not strongly,Not very strong Democrat,62,High school credential,"Black, non-Hispanic",Man,7500
374958,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,47,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,57500
375143,NA,Some of the time,NA,NA,NA,Disapprove strongly,Independent-Democrat,71,Less than high school credential,"White, non-Hispanic",Man,13750
375310,NA,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Not very strong Democrat,36,Bachelor’s degree,Hispanic,Man,85000
375394,NA,Most of the time,Kamala Harris,Approve strongly,Disapprove strongly,Approve strongly,Independent-Democrat,60,High school credential,"White, non-Hispanic",Man,67500
375448,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,61,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,137500
375523,NA,Most of the time,NA,NA,Approve strongly,Approve strongly,NA,80,"Some post-high school, no bachelor’s degree","Multiple races, non-Hispanic",Woman,2500
375575,NA,Some of the time,NA,Disapprove strongly,Disapprove not strongly,Disapprove not strongly,Independent-Democrat,22,High school credential,"White, non-Hispanic",Man,62500
375581,NA,Always,Kamala Harris,Approve strongly,Disapprove strongly,Approve strongly,Independent-Democrat,66,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,16250
375641,NA,About half the time,Kamala Harris,Approve strongly,Disapprove strongly,Approve not strongly,Strong Democrat,70,High school credential,"White, non-Hispanic",Woman,117500
375738,NA,Some of the time,Kamala Harris,Disapprove strongly,Disapprove not strongly,Approve not strongly,Independent-Democrat,23,High school credential,"Multiple races, non-Hispanic",Woman,2500
375820,NA,About half the time,Other,Disapprove strongly,Disapprove strongly,Approve not strongly,Not very strong Democrat,57,Less than high school credential,Hispanic,Woman,18750
375874,NA,Some of the time,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,39,High school credential,"White, non-Hispanic",Man,2500
375911,NA,Some of the time,NA,Disapprove strongly,NA,Disapprove not strongly,Independent-Republican,40,High school credential,"White, non-Hispanic",Woman,11250
375989,NA,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove not strongly,Strong Republican,63,High school credential,"White, non-Hispanic",Man,32500
375993,NA,Always,Donald Trump,Approve not strongly,Disapprove not strongly,Disapprove not strongly,Not very strong Republican,24,High school credential,"Asian or Native Hawaiian/other Pacific Islander, non-Hispanic",Man,2500
376054,NA,Some of the time,NA,Disapprove not strongly,Approve not strongly,Disapprove not strongly,Independent-Democrat,22,"Some post-high school, no bachelor’s degree","Asian or Native Hawaiian/other Pacific Islander, non-Hispanic",Woman,67500
376075,NA,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove not strongly,Strong Republican,38,"Some post-high school, no bachelor’s degree","Multiple races, non-Hispanic",Man,32500
376115,NA,Some of the time,Donald Trump,Approve not strongly,Disapprove not strongly,Approve not strongly,Independent-Republican,23,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,95000
376234,NA,Always,Kamala Harris,Approve not strongly,Disapprove not strongly,Approve strongly,Independent-Democrat,80,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,21250
376331,NA,Some of the time,Donald Trump,Disapprove not strongly,Disapprove strongly,Approve not strongly,Independent-Republican,50,High school credential,"White, non-Hispanic",Man,2500
376387,NA,Some of the time,Kamala Harris,Disapprove strongly,Disapprove strongly,Approve strongly,Not very strong Democrat,57,Less than high school credential,"White, non-Hispanic",Woman,11250
376398,NA,Some of the time,NA,Approve strongly,NA,Approve strongly,Independent-Republican,59,Less than high school credential,"White, non-Hispanic",Man,NA
376557,NA,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,NA,Graduate degree,"Multiple races, non-Hispanic",Man,212500
376652,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,54,Graduate degree,NA,Woman,212500
376802,NA,About half the time,Kamala Harris,Approve strongly,NA,Approve strongly,Strong Democrat,80,Less than high school credential,"White, non-Hispanic",Woman,23750
376902,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,52,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,137500
376978,NA,Always,NA,Disapprove strongly,Approve strongly,Approve strongly,Not very strong Democrat,46,"Some post-high school, no bachelor’s degree",Hispanic,Man,52500
377074,NA,About half the time,NA,Disapprove strongly,Approve not strongly,Approve not strongly,Not very strong Democrat,29,"Some post-high school, no bachelor’s degree",Hispanic,Man,105000
377251,NA,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,75,Graduate degree,Hispanic,Woman,95000
377258,NA,About half the time,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Democrat,58,Less than high school credential,"White, non-Hispanic",Woman,7500
377268,NA,About half the time,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,48,High school credential,Hispanic,Man,2500
377378,NA,Most of the time,Kamala Harris,Approve not strongly,Disapprove strongly,Disapprove not strongly,Not very strong Democrat,34,Graduate degree,"White, non-Hispanic",Woman,95000
377421,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,62,Less than high school credential,"White, non-Hispanic",Man,85000
377462,NA,Never,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Democrat,36,Less than high school credential,"White, non-Hispanic",Woman,21250
377758,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,30,Bachelor’s degree,"White, non-Hispanic",Woman,137500
377798,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,65,NA,"White, non-Hispanic",Man,2500
377819,NA,About half the time,Kamala Harris,Disapprove not strongly,Disapprove not strongly,Approve not strongly,Not very strong Democrat,25,High school credential,Hispanic,Woman,7500
377972,NA,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,78,Less than high school credential,"White, non-Hispanic",Woman,NA
377978,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,69,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,42500
377981,NA,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,80,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,105000
377993,NA,About half the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Not very strong Democrat,68,Bachelor’s degree,"White, non-Hispanic",Woman,105000
378058,NA,Always,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,67,Bachelor’s degree,"White, non-Hispanic",Man,137500
